afgahg,Plugin Name,DNS Name,dfg,IP Address,Repository,Severity
EOL-331830,Red Hat Enterprise Linux SEoL (6.x),db-nova-08374.assets.local,EOL-5656,10.24.32.182,BRA-REDIS-OPS,Critical
EOL-769860,CentOS Linux SEoL (5.x),mon-nova-02003.test.internal,EOL-5064,10.24.7.211,BRA-REDIS-OPS,Critical
EOL-817299,CentOS Linux SEoL (4.x),node-cedar-01154.assets.local,EOL-9905,10.24.4.130,BRA-REDIS-OPS,Critical
EOL-417474,CentOS Linux SEoL (5.x),api-orion-12521.assets.local,EOL-4080,10.24.48.233,BRA-REDIS-OPS,Critical
EOL-619612,Ubuntu Linux SEoL (16.04),node-alpha-18097.assets.local,EOL-5535,10.24.70.177,BRA-REDIS-OPS,Critical
EOL-630963,CentOS Linux SEoL (3.x),etl-summit-03123.ops.local,EOL-3755,10.24.12.51,BRA-REDIS-OPS,High
EOL-682030,Red Hat Enterprise Linux SEoL (6.x),auth-nova-06297.corp.local,EOL-2301,10.24.24.153,CHA-VPN-OPS,High
EOL-198687,Oracle Linux SEoL (6.x),edge-delta-10997.example.internal,EOL-2489,10.24.42.245,CHA-VPN-OPS,High
EOL-859437,Red Hat Enterprise Linux SEoL (6.x),portal-echo-04664.labs.local,EOL-9441,10.24.18.56,CHA-VPN-OPS,High
EOL-637257,Oracle Linux SEoL (6.x),batch-zenith-00776.corp.local,EOL-8354,10.24.3.8,CHA-VPN-OPS,High
EOL-439057,Red Hat Enterprise Linux SEoL (6.x),int-bravo-00147.example.internal,EOL-5315,10.24.0.147,CHA-VPN-OPS,High
EOL-242077,Windows Server SEoL (2012 R2),portal-atlas-08183.corp.local,EOL-6053,10.24.31.247,CHA-VPN-OPS,High
EOL-572387,Ubuntu Linux SEoL (16.04),auth-cedar-11024.example.internal,EOL-1413,10.24.43.16,CHA-VPN-OPS,High
EOL-373385,CentOS Linux SEoL (4.x),app-summit-03912.test.internal,EOL-3480,10.24.15.72,CHA-VPN-OPS,Critical
EOL-334225,Ubuntu Linux SEoL (14.04),dmz-cedar-11022.corp.local,EOL-5679,10.24.43.14,CHA-VPN-OPS,High
EOL-281560,Red Hat Enterprise Linux SEoL (6.x),api-orion-06088.example.internal,EOL-7678,10.24.23.200,CHA-VPN-OPS,High
EOL-713680,Red Hat Enterprise Linux SEoL (6.x),worker-pixel-12632.test.internal,EOL-4826,10.24.49.88,CHA-VPN-OPS,Critical
EOL-896028,CentOS Linux SEoL (4.x),queue-pixel-10226.labs.local,EOL-6327,10.24.39.242,CHA-VPN-OPS,High
EOL-210859,Windows Server SEoL (2012 R2),db-matrix-11893.assets.local,EOL-1326,10.24.46.117,CHA-VPN-OPS,High
EOL-758542,Windows Server SEoL (2008 R2),queue-matrix-03169.corp.local,EOL-1229,10.24.12.97,CHA-VPN-OPS,High
EOL-881617,Windows Server SEoL (2012 R2),portal-cedar-09751.labs.local,EOL-4377,10.24.38.23,CHA-VPN-OPS,Critical
EOL-457469,CentOS Linux SEoL (4.x),worker-echo-10050.example.internal,EOL-2116,10.24.39.66,CHA-VPN-OPS,High
EOL-151150,Ubuntu Linux SEoL (16.04),proxy-charlie-00292.corp.local,EOL-8481,10.24.1.36,CHA-VPN-OPS,Critical
EOL-524653,CentOS Linux SEoL (3.x),edge-harbor-18753.corp.local,EOL-7080,10.24.73.65,CHA-VPN-OPS,High
EOL-526015,Ubuntu Linux SEoL (16.04),dmz-harbor-11508.example.internal,EOL-4211,10.24.44.244,CHA-VPN-OPS,Critical
EOL-678495,Ubuntu Linux SEoL (16.04),queue-delta-07942.ops.local,EOL-3577,10.24.31.6,CHA-VPN-OPS,Critical
EOL-639691,CentOS Linux SEoL (5.x),app-bravo-10677.labs.local,EOL-6651,10.24.41.181,CHA-VPN-OPS,Critical
EOL-903645,Ubuntu Linux SEoL (16.04),app-foxtrot-12003.test.internal,EOL-6659,10.24.46.227,CHA-VPN-OPS,Critical
EOL-857144,Oracle Linux SEoL (6.x),node-charlie-16588.ops.local,EOL-3762,10.24.64.204,CHA-VPN-OPS,High
EOL-698802,Red Hat Enterprise Linux SEoL (6.x),portal-foxtrot-09552.corp.local,EOL-9524,10.24.37.80,CHA-VPN-OPS,Critical
EOL-102598,Ubuntu Linux SEoL (14.04),batch-charlie-12484.example.internal,EOL-3350,10.24.48.196,CHA-VPN-OPS,Critical
EOL-579559,Ubuntu Linux SEoL (16.04),int-falcon-08180.test.internal,EOL-3040,10.24.31.244,CHA-VPN-OPS,High
EOL-461730,Red Hat Enterprise Linux SEoL (6.x),db-bravo-16553.ops.local,EOL-7086,10.24.64.169,CHA-VPN-OPS,High
EOL-980806,Ubuntu Linux SEoL (14.04),proxy-matrix-17142.corp.local,EOL-6093,10.24.66.246,CHA-VPN-OPS,High
EOL-784056,Windows Server SEoL (2008 R2),report-raven-07177.assets.local,EOL-3023,10.24.28.9,CHA-VPN-OPS,High
EOL-493091,Windows Server SEoL (2008 R2),queue-vector-06665.corp.local,EOL-9144,10.24.26.9,CHA-VPN-OPS,High
EOL-685342,Oracle Linux SEoL (6.x),svc-delta-12175.labs.local,EOL-3352,10.24.47.143,CHA-VPN-OPS,High
EOL-521519,Oracle Linux SEoL (6.x),portal-foxtrot-01803.ops.local,EOL-5033,10.24.7.11,CHA-VPN-OPS,High
EOL-223518,Windows Server SEoL (2012 R2),edge-foxtrot-17426.corp.local,EOL-5192,10.24.68.18,CHA-VPN-OPS,High
EOL-106320,Ubuntu Linux SEoL (14.04),batch-orion-03941.test.internal,EOL-4346,10.24.15.101,CHA-VPN-OPS,High
EOL-909851,CentOS Linux SEoL (5.x),mon-delta-11139.test.internal,EOL-9020,10.24.43.131,CHA-VPN-OPS,High
EOL-193386,CentOS Linux SEoL (5.x),api-matrix-09149.corp.local,EOL-6654,10.24.35.189,CHA-VPN-OPS,High
EOL-645614,Oracle Linux SEoL (6.x),portal-atlas-19970.corp.local,EOL-6660,10.24.78.2,CHA-VPN-OPS,High
EOL-742213,CentOS Linux SEoL (4.x),batch-bravo-04013.labs.local,EOL-1008,10.24.15.173,CHA-VPN-OPS,High
EOL-708461,CentOS Linux SEoL (3.x),app-vector-18951.example.internal,EOL-5269,10.24.74.7,CHA-VPN-OPS,High
EOL-587969,Windows Server SEoL (2008 R2),portal-cedar-00361.ops.local,EOL-8083,10.24.1.105,CHA-VPN-OPS,High
EOL-909107,CentOS Linux SEoL (4.x),queue-foxtrot-02865.test.internal,EOL-6140,10.24.11.49,CHA-VPN-OPS,Critical
EOL-460492,Red Hat Enterprise Linux SEoL (6.x),node-foxtrot-16298.labs.local,EOL-8156,10.24.63.170,CHA-VPN-OPS,High
EOL-377272,Ubuntu Linux SEoL (16.04),web-bravo-12248.test.internal,EOL-9954,10.24.47.216,CHA-VPN-OPS,Critical
EOL-724260,CentOS Linux SEoL (3.x),etl-echo-12920.corp.local,EOL-7157,10.24.50.120,CHA-VPN-OPS,High
EOL-932195,CentOS Linux SEoL (5.x),edge-charlie-11132.test.internal,EOL-3491,10.24.43.124,CHA-VPN-OPS,Critical
EOL-161534,Ubuntu Linux SEoL (14.04),edge-ember-14888.labs.local,EOL-8604,10.24.58.40,CHA-VPN-OPS,Critical
EOL-953238,Ubuntu Linux SEoL (14.04),auth-ember-09668.labs.local,EOL-4694,10.24.37.196,CHA-VPN-OPS,Critical
EOL-152608,Windows Server SEoL (2012 R2),queue-raven-11451.example.internal,EOL-3162,10.24.44.187,CHA-VPN-OPS,High
EOL-940622,CentOS Linux SEoL (5.x),worker-foxtrot-06569.test.internal,EOL-1003,10.24.25.169,CHA-VPN-OPS,High
EOL-641363,CentOS Linux SEoL (4.x),dmz-orion-10140.corp.local,EOL-1577,10.24.39.156,CHA-VPN-OPS,High
EOL-212761,Red Hat Enterprise Linux SEoL (6.x),worker-orion-06119.assets.local,EOL-6959,10.24.23.231,CHA-VPN-OPS,High
EOL-368607,Windows Server SEoL (2012 R2),db-foxtrot-11635.example.internal,EOL-3639,10.24.45.115,CHA-VPN-OPS,High
EOL-487162,Ubuntu Linux SEoL (16.04),db-charlie-14588.assets.local,EOL-5245,10.24.56.252,CHA-VPN-OPS,High
EOL-443894,CentOS Linux SEoL (5.x),batch-falcon-07172.test.internal,EOL-6864,10.24.28.4,CHA-VPN-OPS,High
EOL-364829,Oracle Linux SEoL (6.x),queue-charlie-04728.assets.local,EOL-5744,10.24.18.120,CHA-VPN-OPS,High
EOL-609951,Red Hat Enterprise Linux SEoL (6.x),batch-echo-06272.corp.local,EOL-8637,10.24.24.128,CHA-VPN-OPS,High
EOL-172407,CentOS Linux SEoL (5.x),cache-pixel-13350.labs.local,EOL-5723,10.24.52.38,CHA-VPN-OPS,High
EOL-548930,CentOS Linux SEoL (5.x),db-atlas-18014.example.internal,EOL-6570,10.24.70.94,CHA-VPN-OPS,High
EOL-335384,Ubuntu Linux SEoL (14.04),node-falcon-14605.test.internal,EOL-4889,10.24.57.13,CHA-VPN-OPS,Critical
EOL-223175,Oracle Linux SEoL (6.x),auth-falcon-09488.ops.local,EOL-2808,10.24.37.16,CHA-VPN-OPS,High
EOL-839463,Ubuntu Linux SEoL (16.04),int-quartz-08118.corp.local,EOL-5936,10.24.31.182,CHA-VPN-OPS,High
EOL-622477,Red Hat Enterprise Linux SEoL (6.x),api-falcon-12518.example.internal,EOL-2659,10.24.48.230,CHA-VPN-OPS,High
EOL-692680,Windows Server SEoL (2008 R2),web-echo-03013.example.internal,EOL-3376,10.24.11.197,CHA-VPN-OPS,High
EOL-504881,Ubuntu Linux SEoL (16.04),edge-ember-17499.corp.local,EOL-2945,10.24.68.91,CHA-VPN-OPS,Critical
EOL-617875,Ubuntu Linux SEoL (14.04),mon-alpha-13187.example.internal,EOL-2631,10.24.51.131,CHA-VPN-OPS,High
EOL-214987,Oracle Linux SEoL (6.x),db-zenith-03459.labs.local,EOL-9417,10.24.13.131,CHA-VPN-OPS,High
EOL-954015,Red Hat Enterprise Linux SEoL (6.x),etl-atlas-05900.ops.local,EOL-8466,10.24.23.12,CHA-VPN-OPS,High
EOL-804960,CentOS Linux SEoL (3.x),node-matrix-16876.assets.local,EOL-2872,10.24.65.236,CHA-VPN-OPS,Critical
EOL-148270,Windows Server SEoL (2008 R2),db-matrix-02384.test.internal,EOL-2145,10.24.9.80,CHA-VPN-OPS,High
EOL-565808,Windows Server SEoL (2008 R2),worker-summit-14850.corp.local,EOL-7704,10.24.58.2,CHA-VPN-OPS,High
EOL-501138,Red Hat Enterprise Linux SEoL (6.x),mon-orion-01337.example.internal,EOL-6452,10.24.5.57,CHA-VPN-OPS,High
EOL-944937,Red Hat Enterprise Linux SEoL (6.x),auth-nova-11200.ops.local,EOL-7866,10.24.43.192,CHA-VPN-OPS,Critical
EOL-802553,CentOS Linux SEoL (5.x),edge-harbor-06618.test.internal,EOL-1439,10.24.25.218,CHA-VPN-OPS,Critical
EOL-905727,CentOS Linux SEoL (4.x),api-atlas-02790.assets.local,EOL-9294,10.24.10.230,CHA-VPN-OPS,High
EOL-693996,Windows Server SEoL (2008 R2),svc-matrix-12085.corp.local,EOL-7183,10.24.47.53,CHA-VPN-OPS,High
EOL-538506,Ubuntu Linux SEoL (16.04),report-orion-11337.corp.local,EOL-5647,10.24.44.73,CHA-VPN-OPS,High
EOL-511835,Oracle Linux SEoL (6.x),cache-summit-03510.labs.local,EOL-6664,10.24.13.182,CHA-VPN-OPS,High
EOL-592818,Red Hat Enterprise Linux SEoL (6.x),app-raven-10810.test.internal,EOL-8584,10.24.42.58,CHA-VPN-OPS,High
EOL-733127,CentOS Linux SEoL (3.x),proxy-charlie-03801.test.internal,EOL-6320,10.24.14.217,CHA-VPN-OPS,High
EOL-210569,Ubuntu Linux SEoL (16.04),web-nova-14906.assets.local,EOL-1309,10.24.58.58,CHA-VPN-OPS,High
EOL-478205,Ubuntu Linux SEoL (16.04),edge-charlie-14455.test.internal,EOL-1055,10.24.56.119,CHA-VPN-OPS,High
EOL-993539,CentOS Linux SEoL (5.x),api-quartz-18349.labs.local,EOL-4353,10.24.71.173,CHA-VPN-OPS,High
EOL-922261,Windows Server SEoL (2008 R2),report-harbor-14049.assets.local,EOL-9886,10.24.54.225,CHA-WAF-APP,Critical
EOL-774932,CentOS Linux SEoL (4.x),report-alpha-06477.corp.local,EOL-3773,10.24.25.77,CHA-WAF-APP,Critical
EOL-347432,Ubuntu Linux SEoL (14.04),batch-delta-08182.test.internal,EOL-8792,10.24.31.246,CHA-WAF-APP,High
EOL-990364,Ubuntu Linux SEoL (14.04),edge-summit-17959.corp.local,EOL-3133,10.24.70.39,CHA-WAF-APP,High
EOL-375926,Oracle Linux SEoL (6.x),cache-pixel-13043.test.internal,EOL-1413,10.24.50.243,CHA-WAF-APP,High
EOL-605481,Oracle Linux SEoL (6.x),jump-charlie-15355.assets.local,EOL-1442,10.24.59.251,CHA-WAF-APP,High
EOL-688696,Red Hat Enterprise Linux SEoL (6.x),batch-foxtrot-19911.corp.local,EOL-8692,10.24.77.199,CHA-WAF-APP,Critical
EOL-639495,CentOS Linux SEoL (3.x),edge-bravo-13106.corp.local,EOL-9257,10.24.51.50,CHA-WAF-APP,High
EOL-471727,Red Hat Enterprise Linux SEoL (6.x),db-ember-12836.example.internal,EOL-7466,10.24.50.36,CHA-WAF-APP,Critical
EOL-590667,CentOS Linux SEoL (3.x),worker-orion-10632.corp.local,EOL-5316,10.24.41.136,CHA-WAF-APP,High
EOL-807290,Windows Server SEoL (2012 R2),svc-zenith-09279.test.internal,EOL-4736,10.24.36.63,CHA-WAF-APP,Critical
EOL-141725,Windows Server SEoL (2012 R2),node-charlie-04712.corp.local,EOL-8325,10.24.18.104,CHA-WAF-APP,High
EOL-801976,Oracle Linux SEoL (6.x),api-pixel-00424.example.internal,EOL-6382,10.24.1.168,CHA-WAF-APP,High
EOL-441249,CentOS Linux SEoL (5.x),proxy-raven-13322.assets.local,EOL-8085,10.24.52.10,CHA-WAF-APP,Critical
EOL-635984,Oracle Linux SEoL (6.x),batch-harbor-13948.corp.local,EOL-8015,10.24.54.124,CHA-WAF-APP,High
EOL-921206,Ubuntu Linux SEoL (14.04),svc-pixel-01459.test.internal,EOL-3061,10.24.5.179,CHA-WAF-APP,Critical
EOL-103651,CentOS Linux SEoL (3.x),etl-foxtrot-01889.corp.local,EOL-3423,10.24.7.97,CHA-WAF-APP,Critical
EOL-408972,CentOS Linux SEoL (3.x),queue-foxtrot-17788.assets.local,EOL-5643,10.24.69.124,CHA-WAF-APP,High
EOL-300884,Oracle Linux SEoL (6.x),queue-pixel-10221.corp.local,EOL-9171,10.24.39.237,CHA-WAF-APP,Critical
EOL-160797,Oracle Linux SEoL (6.x),report-raven-11342.assets.local,EOL-7485,10.24.44.78,CHA-WAF-APP,Critical
EOL-124128,CentOS Linux SEoL (4.x),batch-quartz-15804.assets.local,EOL-6622,10.24.61.188,CHA-WAF-APP,High
EOL-110115,CentOS Linux SEoL (4.x),jump-ember-02099.assets.local,EOL-3121,10.24.8.51,CHA-WAF-APP,Critical
EOL-373351,CentOS Linux SEoL (5.x),jump-delta-02404.assets.local,EOL-9054,10.24.9.100,CHA-WAF-APP,High
EOL-111841,CentOS Linux SEoL (3.x),batch-pixel-11555.ops.local,EOL-1167,10.24.45.35,CHA-WAF-APP,Critical
EOL-711159,Ubuntu Linux SEoL (14.04),proxy-delta-09119.ops.local,EOL-2214,10.24.35.159,CHA-WAF-APP,High
EOL-174139,CentOS Linux SEoL (3.x),app-raven-12134.test.internal,EOL-3116,10.24.47.102,CHA-WAF-APP,Critical
EOL-728047,CentOS Linux SEoL (3.x),edge-harbor-05527.assets.local,EOL-2746,10.24.21.151,CHA-WAF-APP,High
EOL-313643,Ubuntu Linux SEoL (14.04),db-atlas-19515.corp.local,EOL-6849,10.24.76.59,CHA-WAF-APP,High
EOL-360104,CentOS Linux SEoL (3.x),auth-foxtrot-15911.assets.local,EOL-6753,10.24.62.39,CHA-WAF-APP,High
EOL-366657,Ubuntu Linux SEoL (14.04),db-charlie-11470.assets.local,EOL-5693,10.24.44.206,CHA-WAF-APP,High
EOL-134899,Ubuntu Linux SEoL (14.04),portal-echo-14771.labs.local,EOL-5640,10.24.57.179,CHA-WAF-APP,Critical
EOL-176593,CentOS Linux SEoL (5.x),api-nova-08592.test.internal,EOL-8499,10.24.33.144,CHA-WAF-APP,High
EOL-959691,CentOS Linux SEoL (3.x),int-orion-18958.example.internal,EOL-2641,10.24.74.14,CHA-WAF-APP,High
EOL-794741,Windows Server SEoL (2012 R2),svc-harbor-05815.test.internal,EOL-7657,10.24.22.183,CHA-WAF-APP,High
EOL-594655,Oracle Linux SEoL (6.x),edge-nova-16905.corp.local,EOL-9173,10.24.66.9,CHA-WAF-APP,High
EOL-133417,Oracle Linux SEoL (6.x),worker-harbor-12272.test.internal,EOL-2887,10.24.47.240,CHA-WAF-APP,High
EOL-766505,Ubuntu Linux SEoL (14.04),jump-charlie-17951.assets.local,EOL-2132,10.24.70.31,CHA-WAF-APP,High
EOL-315699,Ubuntu Linux SEoL (16.04),queue-quartz-17881.test.internal,EOL-7754,10.24.69.217,CHA-WAF-APP,High
EOL-585744,Ubuntu Linux SEoL (14.04),portal-atlas-10767.labs.local,EOL-4580,10.24.42.15,CHA-WAF-APP,High
EOL-886079,Oracle Linux SEoL (6.x),queue-echo-13651.labs.local,EOL-7748,10.24.53.83,CHA-WAF-APP,High
EOL-366578,CentOS Linux SEoL (5.x),auth-bravo-08984.ops.local,EOL-5568,10.24.35.24,CHA-WAF-APP,High
EOL-977211,Windows Server SEoL (2012 R2),queue-vector-18710.ops.local,EOL-1985,10.24.73.22,CHA-WAF-APP,High
EOL-705430,CentOS Linux SEoL (5.x),dmz-foxtrot-17639.ops.local,EOL-9430,10.24.68.231,CHA-WAF-APP,High
EOL-812530,CentOS Linux SEoL (4.x),dmz-delta-03121.labs.local,EOL-8650,10.24.12.49,CHA-WAF-APP,High
EOL-282425,CentOS Linux SEoL (4.x),portal-falcon-07239.labs.local,EOL-7259,10.24.28.71,CHA-WAF-APP,High
EOL-295367,Oracle Linux SEoL (6.x),cache-zenith-06341.corp.local,EOL-3943,10.24.24.197,CHA-WAF-APP,Critical
EOL-691739,Windows Server SEoL (2012 R2),jump-cedar-16411.ops.local,EOL-4674,10.24.64.27,CHA-WAF-APP,Critical
EOL-235911,CentOS Linux SEoL (3.x),queue-summit-17806.test.internal,EOL-5015,10.24.69.142,CHA-WAF-APP,High
EOL-153811,Red Hat Enterprise Linux SEoL (6.x),report-vector-05157.assets.local,EOL-4421,10.24.20.37,CHA-WAF-APP,Critical
EOL-130877,Ubuntu Linux SEoL (16.04),api-zenith-14507.ops.local,EOL-8470,10.24.56.171,CHA-WAF-APP,Critical
EOL-695915,Windows Server SEoL (2012 R2),mon-vector-19308.corp.local,EOL-1107,10.24.75.108,CHA-WAF-APP,High
EOL-408220,Windows Server SEoL (2008 R2),api-atlas-00316.corp.local,EOL-8299,10.24.1.60,CHA-WAF-APP,Critical
EOL-468689,CentOS Linux SEoL (4.x),mon-nova-07809.example.internal,EOL-8742,10.24.30.129,CHA-WAF-APP,High
EOL-720025,CentOS Linux SEoL (5.x),mon-raven-15072.labs.local,EOL-7122,10.24.58.224,CHA-WAF-APP,Critical
EOL-888064,CentOS Linux SEoL (4.x),web-vector-08757.labs.local,EOL-2860,10.24.34.53,CHA-WAF-APP,Critical
EOL-612773,CentOS Linux SEoL (3.x),portal-raven-07760.ops.local,EOL-5211,10.24.30.80,CHA-WAF-APP,High
EOL-874891,Ubuntu Linux SEoL (14.04),portal-vector-15780.assets.local,EOL-5097,10.24.61.164,CHA-WAF-APP,High
EOL-414026,Ubuntu Linux SEoL (14.04),edge-harbor-10427.labs.local,EOL-5357,10.24.40.187,CHA-WAF-APP,Critical
EOL-514051,Oracle Linux SEoL (6.x),web-atlas-04660.assets.local,EOL-2877,10.24.18.52,CHA-WAF-APP,High
EOL-544314,CentOS Linux SEoL (5.x),worker-atlas-07292.test.internal,EOL-7331,10.24.28.124,CHA-WAF-APP,High
EOL-266751,Oracle Linux SEoL (6.x),portal-raven-11161.corp.local,EOL-5915,10.24.43.153,CHA-WAF-APP,Critical
EOL-380041,Ubuntu Linux SEoL (16.04),api-raven-03878.corp.local,EOL-1400,10.24.15.38,CHA-WAF-APP,High
EOL-246008,CentOS Linux SEoL (3.x),portal-zenith-02720.labs.local,EOL-4972,10.24.10.160,CHA-WAF-APP,High
EOL-776832,CentOS Linux SEoL (5.x),app-echo-13470.example.internal,EOL-7537,10.24.52.158,CHA-WAF-APP,High
EOL-599209,CentOS Linux SEoL (3.x),api-pixel-08866.labs.local,EOL-5335,10.24.34.162,CHA-WAF-APP,High
EOL-299859,CentOS Linux SEoL (4.x),report-pixel-03332.labs.local,EOL-5425,10.24.13.4,CHA-WAF-APP,High
EOL-113805,Ubuntu Linux SEoL (14.04),etl-cedar-14502.example.internal,EOL-3068,10.24.56.166,CHA-WAF-APP,Critical
EOL-683565,Red Hat Enterprise Linux SEoL (6.x),cache-bravo-02692.assets.local,EOL-6089,10.24.10.132,CHA-WAF-APP,High
EOL-442876,Ubuntu Linux SEoL (14.04),web-nova-17649.assets.local,EOL-5921,10.24.68.241,CHA-WAF-APP,Critical
EOL-929052,CentOS Linux SEoL (5.x),portal-bravo-08384.ops.local,EOL-4872,10.24.32.192,CHA-WAF-APP,Critical
EOL-571863,Windows Server SEoL (2012 R2),web-foxtrot-11276.ops.local,EOL-1200,10.24.44.12,CHA-WAF-APP,High
EOL-640028,CentOS Linux SEoL (4.x),dmz-zenith-05534.ops.local,EOL-2827,10.24.21.158,CHA-WAF-APP,Critical
EOL-469654,CentOS Linux SEoL (5.x),db-ember-19070.corp.local,EOL-7606,10.24.74.126,CHA-WAF-APP,High
EOL-768957,Ubuntu Linux SEoL (14.04),dmz-pixel-14656.corp.local,EOL-4755,10.24.57.64,CHA-WAF-APP,High
EOL-559951,Ubuntu Linux SEoL (16.04),etl-nova-13218.corp.local,EOL-3935,10.24.51.162,CHA-WAF-APP,High
EOL-324454,Oracle Linux SEoL (6.x),report-summit-07272.ops.local,EOL-6729,10.24.28.104,CHA-WAF-APP,Critical
EOL-458062,Ubuntu Linux SEoL (16.04),db-nova-09248.test.internal,EOL-4397,10.24.36.32,CHA-WAF-APP,High
EOL-831652,Windows Server SEoL (2012 R2),web-ember-17854.labs.local,EOL-7663,10.24.69.190,CHA-WAF-APP,High
EOL-646122,CentOS Linux SEoL (4.x),int-bravo-01408.ops.local,EOL-6049,10.24.5.128,CHA-WAF-APP,High
EOL-227928,CentOS Linux SEoL (3.x),auth-ember-10430.example.internal,EOL-1609,10.24.40.190,CHA-WAF-APP,High
EOL-302171,CentOS Linux SEoL (3.x),jump-raven-04549.test.internal,EOL-8326,10.24.17.197,CHA-WAF-APP,High
EOL-182914,CentOS Linux SEoL (3.x),app-nova-09364.corp.local,EOL-9814,10.24.36.148,CHA-WAF-APP,Critical
EOL-289590,CentOS Linux SEoL (5.x),web-foxtrot-17791.corp.local,EOL-7104,10.24.69.127,CHA-WAF-APP,Critical
EOL-571997,Ubuntu Linux SEoL (16.04),proxy-alpha-18424.corp.local,EOL-2047,10.24.71.248,CHA-WAF-APP,High
EOL-185135,Oracle Linux SEoL (6.x),svc-falcon-05198.labs.local,EOL-4875,10.24.20.78,CHA-WAF-APP,High
EOL-797655,Ubuntu Linux SEoL (14.04),mon-orion-16055.assets.local,EOL-3431,10.24.62.183,CHA-WAF-APP,Critical
EOL-654587,Windows Server SEoL (2012 R2),queue-raven-08699.corp.local,EOL-9140,10.24.33.251,BRA-ANALYTICS-APP,High
EOL-228036,CentOS Linux SEoL (5.x),api-foxtrot-08868.test.internal,EOL-7632,10.24.34.164,BRA-ANALYTICS-APP,High
EOL-966384,Oracle Linux SEoL (6.x),int-atlas-11617.assets.local,EOL-3546,10.24.45.97,BRA-ANALYTICS-APP,Critical
EOL-187366,CentOS Linux SEoL (4.x),edge-falcon-04859.corp.local,EOL-1113,10.24.18.251,BRA-ANALYTICS-APP,Critical
EOL-982477,CentOS Linux SEoL (5.x),app-falcon-04023.test.internal,EOL-7091,10.24.15.183,BRA-ANALYTICS-APP,Critical
EOL-985804,CentOS Linux SEoL (4.x),jump-echo-05376.labs.local,EOL-7107,10.24.21.254,BRA-ANALYTICS-APP,High
EOL-167542,CentOS Linux SEoL (5.x),cache-nova-10624.assets.local,EOL-6097,10.24.41.128,BRA-ANALYTICS-APP,High
EOL-452861,CentOS Linux SEoL (4.x),web-ember-19091.example.internal,EOL-2031,10.24.74.147,BRA-ANALYTICS-APP,High
EOL-235842,CentOS Linux SEoL (4.x),batch-quartz-00230.corp.local,EOL-8929,10.24.0.230,BRA-ANALYTICS-APP,Critical
EOL-780332,Ubuntu Linux SEoL (16.04),int-bravo-07421.assets.local,EOL-6001,10.24.28.253,BRA-ANALYTICS-APP,High
EOL-538545,Windows Server SEoL (2012 R2),int-cedar-10493.assets.local,EOL-2322,10.24.40.253,BRA-ANALYTICS-APP,Critical
EOL-494672,Ubuntu Linux SEoL (14.04),web-vector-00999.corp.local,EOL-6162,10.24.3.231,BRA-ANALYTICS-APP,Critical
EOL-833042,Windows Server SEoL (2012 R2),int-delta-11135.labs.local,EOL-2110,10.24.43.127,BRA-ANALYTICS-APP,Critical
EOL-864860,CentOS Linux SEoL (5.x),mon-matrix-08440.test.internal,EOL-2224,10.24.32.248,BRA-ANALYTICS-APP,High
EOL-501415,Red Hat Enterprise Linux SEoL (6.x),app-zenith-13400.assets.local,EOL-9955,10.24.52.88,BRA-ANALYTICS-APP,High
EOL-640073,CentOS Linux SEoL (5.x),app-zenith-04539.corp.local,EOL-7056,10.24.17.187,BRA-ANALYTICS-APP,High
EOL-896330,Ubuntu Linux SEoL (16.04),batch-foxtrot-05624.test.internal,EOL-8924,10.24.21.248,BRA-ANALYTICS-APP,High
EOL-128805,Red Hat Enterprise Linux SEoL (6.x),int-delta-09566.example.internal,EOL-3451,10.24.37.94,BRA-ANALYTICS-APP,High
EOL-406233,Windows Server SEoL (2008 R2),edge-falcon-12352.corp.local,EOL-3411,10.24.48.64,BRA-ANALYTICS-APP,Critical
EOL-739243,Oracle Linux SEoL (6.x),proxy-summit-07273.test.internal,EOL-5135,10.24.28.105,BRA-ANALYTICS-APP,High
EOL-376048,CentOS Linux SEoL (3.x),web-alpha-16529.example.internal,EOL-8547,10.24.64.145,BRA-ANALYTICS-APP,High
EOL-564464,Windows Server SEoL (2012 R2),db-zenith-01013.ops.local,EOL-3302,10.24.3.245,BRA-ANALYTICS-APP,Critical
EOL-273856,CentOS Linux SEoL (4.x),etl-nova-00665.corp.local,EOL-6029,10.24.2.153,BRA-ANALYTICS-APP,Critical
EOL-130310,CentOS Linux SEoL (3.x),etl-summit-06810.test.internal,EOL-1924,10.24.26.154,BRA-ANALYTICS-APP,Critical
EOL-611289,Windows Server SEoL (2012 R2),app-bravo-09462.labs.local,EOL-3413,10.24.36.246,BRA-ANALYTICS-APP,High
EOL-376371,CentOS Linux SEoL (3.x),etl-ember-19639.test.internal,EOL-5796,10.24.76.183,BRA-ANALYTICS-APP,Critical
EOL-730601,CentOS Linux SEoL (5.x),report-delta-00501.corp.local,EOL-9479,10.24.1.245,BRA-ANALYTICS-APP,Critical
EOL-741868,CentOS Linux SEoL (4.x),cache-ember-04685.assets.local,EOL-5224,10.24.18.77,BRA-ANALYTICS-APP,Critical
EOL-797296,Ubuntu Linux SEoL (14.04),worker-bravo-06504.example.internal,EOL-6571,10.24.25.104,BRA-ANALYTICS-APP,Critical
EOL-685760,Windows Server SEoL (2012 R2),proxy-echo-11241.test.internal,EOL-5713,10.24.43.233,BRA-ANALYTICS-APP,High
