IP Address,DNS Name,Repository,Crit.,High,Med.,Low
10.24.24.180,api-quartz-06324.example.internal,BRA-LAKE-SYS,0,2,2,5
10.24.24.181,report-delta-06325.ops.local,BRA-REDIS-OPS,4,5,2,4
10.24.24.182,etl-bravo-06326.example.internal,BRA-MONGO-SVC,10,3,4,5
10.24.24.183,int-bravo-06327.test.internal,BRA-MODEL-APP,4,1,5,1
10.24.24.184,etl-zenith-06328.corp.local,CHA-JUMP-SVC,8,1,2,3
10.24.24.185,etl-vector-06329.test.internal,ALP-ORDER-OPS,26,1,1,2
10.24.24.186,mon-echo-06330.assets.local,LEG-LEGACY-IDM-APP,10,4,4,5
10.24.24.187,web-delta-06331.assets.local,ALP-WEB-OPS,20,4,5,3
10.24.24.188,int-summit-06332.test.internal,LEG-LEGACY-HR-OPS,25,4,4,5
10.24.24.189,worker-nova-06333.test.internal,CHA-PROXY-SYS,30,2,5,5
10.24.24.190,proxy-foxtrot-06334.example.internal,LEG-LEGACY-ERP-OPS,24,4,4,4
10.24.24.191,worker-alpha-06335.labs.local,LEG-LEGACY-FIN-OPS,4,5,4,4
10.24.24.192,mon-echo-06336.test.internal,BRA-WAREHOUSE-SVC,21,1,4,4
10.24.24.193,web-delta-06337.ops.local,CHA-JUMP-SVC,9,5,1,1
10.24.24.194,auth-harbor-06338.assets.local,LEG-LEGACY-CRM-SVC,8,5,4,5
10.24.24.195,web-summit-06339.assets.local,BRA-SYNC-APP,8,1,3,1
10.24.24.196,web-alpha-06340.test.internal,CHA-DNS-APP,30,4,3,5
10.24.24.197,cache-zenith-06341.corp.local,CHA-WAF-APP,8,2,1,5
10.24.24.198,dmz-quartz-06342.labs.local,BRA-INDEX-SVC,13,4,5,3
10.24.24.199,mon-delta-06343.assets.local,BRA-LAKE-SYS,2,5,4,1
10.24.24.200,int-raven-06344.test.internal,LEG-LEGACY-HR-OPS,22,5,5,4
10.24.24.201,app-bravo-06345.corp.local,ALP-ORDER-OPS,12,1,4,2
10.24.24.202,proxy-summit-06346.example.internal,CHA-EDGE-SVC,15,1,4,1
10.24.24.203,api-vector-06347.labs.local,ALP-API-APP,25,5,5,3
10.24.24.204,web-quartz-06348.test.internal,ALP-PORTAL-OPS,18,4,5,5
10.24.24.205,etl-harbor-06349.labs.local,ALP-AUTH-SVC,21,5,5,5
10.24.24.206,jump-harbor-06350.ops.local,ALP-NOTIFY-SVC,26,4,2,2
10.24.24.207,svc-quartz-06351.ops.local,LEG-LEGACY-FIN-OPS,5,5,5,5
10.24.24.208,node-harbor-06352.corp.local,LEG-LEGACY-IDM-APP,12,3,5,5
10.24.24.209,api-summit-06353.test.internal,ALP-PORTAL-OPS,9,5,2,5
10.24.24.210,report-zenith-06354.assets.local,ALP-REPORT-SYS,30,3,5,2
10.24.24.211,etl-falcon-06355.corp.local,ALP-WEB-OPS,17,2,4,4
10.24.24.212,proxy-charlie-06356.corp.local,LEG-LEGACY-CRM-SVC,10,5,5,5
10.24.24.213,svc-orion-06357.assets.local,BRA-DATA-APP,17,5,1,4
10.24.24.214,jump-orion-06358.ops.local,BRA-REDIS-OPS,6,1,3,3
10.24.24.215,app-bravo-06359.assets.local,LEG-LEGACY-FIN-OPS,7,1,5,4
10.24.24.216,jump-nova-06360.example.internal,LEG-LEGACY-FIN-OPS,3,2,5,5
10.24.24.217,worker-bravo-06361.labs.local,ALP-SEARCH-APP,9,1,3,2
10.24.24.218,portal-zenith-06362.corp.local,LEG-LEGACY-ERP-OPS,30,4,1,5
10.24.24.219,report-falcon-06363.assets.local,ALP-REPORT-SYS,30,2,4,5
10.24.24.220,web-falcon-06364.corp.local,ALP-REPORT-SYS,21,3,5,1
10.24.24.221,cache-cedar-06365.assets.local,ALP-AUTH-SVC,12,4,4,5
10.24.24.222,cache-foxtrot-06366.ops.local,LEG-LEGACY-ERP-OPS,30,2,4,4
10.24.24.223,proxy-alpha-06367.assets.local,ALP-BILLING-SYS,3,4,2,1
10.24.24.224,worker-pixel-06368.assets.local,ALP-AUTH-SVC,24,3,4,5
10.24.24.225,report-quartz-06369.test.internal,ALP-PROFILE-SYS,18,5,4,4
10.24.24.226,dmz-charlie-06370.labs.local,BRA-SYNC-APP,8,4,3,4
10.24.24.227,queue-ember-06371.assets.local,CHA-WAF-APP,7,2,3,4
10.24.24.228,int-nova-06372.ops.local,CHA-WAF-APP,6,5,3,4
10.24.24.229,db-matrix-06373.corp.local,BRA-INDEX-SVC,14,4,5,3
10.24.24.230,jump-raven-06374.corp.local,BRA-INDEX-SVC,10,3,5,2
10.24.24.231,portal-bravo-06375.ops.local,BRA-ANALYTICS-APP,20,3,4,2
10.24.24.232,auth-harbor-06376.corp.local,LEG-LEGACY-HR-OPS,24,5,5,1
10.24.24.233,db-raven-06377.ops.local,BRA-DATA-APP,13,3,1,4
10.24.24.234,auth-echo-06378.ops.local,LEG-LEGACY-ERP-OPS,26,5,5,5
10.24.24.235,mon-vector-06379.labs.local,LEG-LEGACY-HR-OPS,16,4,4,5
10.24.24.236,queue-harbor-06380.assets.local,CHA-DNS-APP,30,4,1,3
10.24.24.237,dmz-harbor-06381.corp.local,CHA-PROXY-SYS,30,2,5,4
10.24.24.238,proxy-ember-06382.test.internal,BRA-ETL-APP,10,5,3,5
10.24.24.239,proxy-orion-06383.example.internal,BRA-SYNC-APP,8,2,1,5
10.24.24.240,proxy-delta-06384.example.internal,CHA-EDGE-SVC,17,5,5,4
10.24.24.241,api-foxtrot-06385.test.internal,LEG-LEGACY-IDM-APP,16,5,5,5
10.24.24.242,api-zenith-06386.ops.local,ALP-ORDER-OPS,16,3,1,1
10.24.24.243,mon-harbor-06387.labs.local,LEG-LEGACY-HR-OPS,17,5,3,5
10.24.24.244,queue-summit-06388.ops.local,BRA-KAFKA-SVC,29,1,1,3
10.24.24.245,report-delta-06389.labs.local,CHA-DNS-APP,30,5,4,4
10.24.24.246,web-ember-06390.assets.local,ALP-SEARCH-APP,9,2,2,2
10.24.24.247,report-falcon-06391.assets.local,LEG-LEGACY-CRM-SVC,13,5,4,5
10.24.24.248,api-nova-06392.example.internal,LEG-LEGACY-ERP-OPS,28,5,3,4
10.24.24.249,edge-alpha-06393.example.internal,BRA-STREAM-APP,23,2,5,1
10.24.24.250,auth-vector-06394.corp.local,BRA-STREAM-APP,24,2,4,3
10.24.24.251,int-falcon-06395.labs.local,BRA-CACHE-OPS,14,4,5,1
10.24.24.252,dmz-bravo-06396.labs.local,BRA-ANALYTICS-APP,21,4,4,2
10.24.24.253,int-ember-06397.example.internal,LEG-LEGACY-FIN-OPS,3,3,4,5
10.24.24.254,batch-nova-06398.test.internal,BRA-STREAM-APP,17,4,3,2
10.24.24.255,edge-pixel-06399.example.internal,BRA-WAREHOUSE-SVC,22,3,4,2
10.24.25.254,queue-orion-06400.test.internal,BRA-KAFKA-SVC,21,4,1,5
10.24.25.1,portal-ember-06401.labs.local,ALP-WEB-OPS,16,2,5,3
10.24.25.2,app-falcon-06402.test.internal,CHA-BACKUP-APP,17,4,1,2
10.24.25.3,node-falcon-06403.labs.local,ALP-WEB-OPS,24,4,4,4
10.24.25.4,portal-nova-06404.example.internal,ALP-PORTAL-OPS,16,5,4,2
10.24.25.5,api-zenith-06405.test.internal,ALP-WEB-OPS,22,4,5,4
10.24.25.6,app-atlas-06406.example.internal,BRA-POSTGRES-APP,9,1,4,4
10.24.25.7,proxy-falcon-06407.example.internal,BRA-MONGO-SVC,8,3,3,2
10.24.25.8,etl-delta-06408.test.internal,LEG-LEGACY-ERP-OPS,19,3,4,5
10.24.25.9,jump-matrix-06409.corp.local,LEG-LEGACY-ERP-OPS,29,4,3,5
10.24.25.10,edge-bravo-06410.ops.local,CHA-JUMP-SVC,8,2,3,4
10.24.25.11,worker-vector-06411.example.internal,LEG-LEGACY-CRM-SVC,12,5,5,5
10.24.25.12,etl-vector-06412.assets.local,BRA-BI-SYS,27,2,5,5
10.24.25.13,proxy-charlie-06413.corp.local,BRA-SYNC-APP,5,4,2,1
10.24.25.14,portal-orion-06414.corp.local,ALP-BILLING-SYS,2,2,4,3
10.24.25.15,jump-orion-06415.ops.local,BRA-DATA-APP,17,1,4,4
10.24.25.16,node-alpha-06416.corp.local,LEG-LEGACY-ERP-OPS,30,4,4,4
10.24.25.17,node-bravo-06417.ops.local,CHA-BACKUP-APP,18,1,1,3
10.24.25.18,dmz-falcon-06418.example.internal,ALP-PORTAL-OPS,18,5,5,5
10.24.25.19,dmz-falcon-06419.labs.local,ALP-AUTH-SVC,16,3,4,5
10.24.25.20,report-orion-06420.labs.local,LEG-LEGACY-IDM-APP,9,5,2,4
10.24.25.21,mon-delta-06421.corp.local,BRA-INGEST-SYS,8,5,3,3
10.24.25.22,node-raven-06422.ops.local,ALP-PAY-OPS,16,1,5,1
10.24.25.23,portal-matrix-06423.assets.local,CHA-WAF-APP,5,5,5,3
10.24.25.24,db-quartz-06424.example.internal,ALP-PAY-OPS,26,4,1,3
10.24.25.25,jump-vector-06425.ops.local,CHA-MONITOR-SVC,2,5,5,4
10.24.25.26,edge-vector-06426.corp.local,ALP-BILLING-SYS,5,5,4,2
10.24.25.27,api-orion-06427.corp.local,ALP-BILLING-SYS,1,1,3,3
10.24.25.28,mon-foxtrot-06428.example.internal,LEG-LEGACY-HR-OPS,19,5,4,5
10.24.25.29,api-nova-06429.labs.local,LEG-LEGACY-CRM-SVC,14,4,5,5
10.24.25.30,int-vector-06430.corp.local,BRA-CACHE-OPS,11,1,4,5
10.24.25.31,edge-cedar-06431.example.internal,CHA-PROXY-SYS,30,5,5,4
10.24.25.32,batch-echo-06432.test.internal,ALP-REPORT-SYS,22,1,5,3
10.24.25.33,cache-matrix-06433.labs.local,ALP-WEB-OPS,20,4,5,3
10.24.25.34,edge-foxtrot-06434.labs.local,CHA-DNS-APP,30,5,4,4
10.24.25.35,api-cedar-06435.example.internal,CHA-JUMP-SVC,9,3,3,5
10.24.25.36,report-ember-06436.labs.local,BRA-BI-SYS,30,4,1,2
10.24.25.37,portal-quartz-06437.example.internal,BRA-INGEST-SYS,12,1,3,5
10.24.25.38,report-falcon-06438.assets.local,CHA-DNS-APP,30,3,5,5
10.24.25.39,auth-delta-06439.labs.local,LEG-LEGACY-ERP-OPS,30,4,5,4
10.24.25.40,db-summit-06440.test.internal,ALP-AUTH-SVC,21,2,5,5
10.24.25.41,api-matrix-06441.ops.local,BRA-MODEL-APP,3,2,1,3
10.24.25.42,proxy-charlie-06442.example.internal,BRA-STREAM-APP,30,4,4,5
10.24.25.43,jump-falcon-06443.corp.local,BRA-INGEST-SYS,12,3,2,3
10.24.25.44,edge-cedar-06444.assets.local,CHA-DNS-APP,30,5,5,4
10.24.25.45,auth-zenith-06445.test.internal,LEG-LEGACY-IDM-APP,15,3,3,3
10.24.25.46,cache-atlas-06446.example.internal,LEG-LEGACY-ERP-OPS,30,4,3,4
10.24.25.47,app-atlas-06447.example.internal,BRA-WAREHOUSE-SVC,13,2,1,1
10.24.25.48,jump-cedar-06448.corp.local,ALP-API-APP,24,4,3,5
10.24.25.49,node-quartz-06449.corp.local,BRA-MODEL-APP,7,1,4,2
10.24.25.50,worker-pixel-06450.corp.local,ALP-API-APP,21,5,3,3
10.24.25.51,dmz-summit-06451.test.internal,BRA-BI-SYS,26,1,3,1
10.24.25.52,api-bravo-06452.ops.local,LEG-LEGACY-HR-OPS,19,3,4,5
10.24.25.53,api-orion-06453.assets.local,ALP-PROFILE-SYS,15,5,4,3
10.24.25.54,report-foxtrot-06454.corp.local,ALP-PAY-OPS,24,5,5,2
10.24.25.55,report-pixel-06455.ops.local,LEG-LEGACY-HR-OPS,19,4,5,2
10.24.25.56,etl-matrix-06456.assets.local,LEG-LEGACY-FIN-OPS,4,5,5,5
10.24.25.57,batch-cedar-06457.assets.local,ALP-WEB-OPS,17,5,5,4
10.24.25.58,queue-matrix-06458.example.internal,ALP-SEARCH-APP,10,4,4,3
10.24.25.59,dmz-charlie-06459.assets.local,BRA-MODEL-APP,3,2,5,3
10.24.25.60,svc-charlie-06460.assets.local,BRA-WAREHOUSE-SVC,23,5,1,3
10.24.25.61,int-zenith-06461.example.internal,CHA-DNS-APP,30,4,2,3
10.24.25.62,svc-orion-06462.assets.local,ALP-NOTIFY-SVC,23,2,5,5
10.24.25.63,dmz-foxtrot-06463.test.internal,ALP-ADMIN-SVC,24,5,1,4
10.24.25.64,etl-bravo-06464.example.internal,ALP-ORDER-OPS,30,4,5,5
10.24.25.65,dmz-zenith-06465.example.internal,ALP-WEB-OPS,16,4,5,2
10.24.25.66,portal-falcon-06466.corp.local,CHA-PROXY-SYS,30,3,4,5
10.24.25.67,mon-charlie-06467.ops.local,BRA-POSTGRES-APP,12,3,4,5
10.24.25.68,jump-falcon-06468.test.internal,BRA-ANALYTICS-APP,15,5,1,1
10.24.25.69,app-matrix-06469.assets.local,BRA-SYNC-APP,8,4,3,2
10.24.25.70,web-raven-06470.corp.local,BRA-WAREHOUSE-SVC,20,1,2,2
10.24.25.71,api-harbor-06471.example.internal,LEG-LEGACY-FIN-OPS,5,5,3,5
10.24.25.72,mon-orion-06472.ops.local,ALP-WEB-OPS,20,5,4,5
10.24.25.73,batch-atlas-06473.example.internal,LEG-LEGACY-FIN-OPS,6,1,4,5
10.24.25.74,edge-harbor-06474.ops.local,CHA-JUMP-SVC,9,2,2,4
10.24.25.75,svc-orion-06475.assets.local,BRA-REDIS-OPS,5,1,3,2
10.24.25.76,app-bravo-06476.assets.local,ALP-API-APP,13,2,5,4
10.24.25.77,report-alpha-06477.corp.local,CHA-WAF-APP,8,5,2,4
10.24.25.78,worker-charlie-06478.corp.local,BRA-REDIS-OPS,4,2,2,5
10.24.25.79,jump-vector-06479.corp.local,BRA-REDIS-OPS,7,2,3,3
10.24.25.80,batch-charlie-06480.test.internal,ALP-PAY-OPS,26,4,4,4
10.24.25.81,worker-bravo-06481.example.internal,LEG-LEGACY-HR-OPS,26,5,4,4
10.24.25.82,queue-falcon-06482.assets.local,LEG-LEGACY-HR-OPS,14,5,4,5
10.24.25.83,etl-pixel-06483.example.internal,ALP-API-APP,23,4,4,3
10.24.25.84,etl-atlas-06484.labs.local,LEG-LEGACY-ERP-OPS,30,5,3,4
10.24.25.85,node-falcon-06485.ops.local,ALP-WEB-OPS,24,5,4,3
10.24.25.86,proxy-charlie-06486.corp.local,CHA-VPN-OPS,30,1,1,4
10.24.25.87,proxy-falcon-06487.labs.local,BRA-KAFKA-SVC,30,2,4,3
10.24.25.88,dmz-pixel-06488.test.internal,BRA-KAFKA-SVC,19,5,1,1
10.24.25.89,proxy-ember-06489.labs.local,ALP-AUTH-SVC,16,4,4,5
10.24.25.90,etl-charlie-06490.ops.local,ALP-ADMIN-SVC,30,4,2,2
10.24.25.91,portal-falcon-06491.example.internal,CHA-EDGE-SVC,20,3,2,2
10.24.25.92,queue-pixel-06492.example.internal,LEG-LEGACY-FIN-OPS,6,3,3,1
10.24.25.93,proxy-foxtrot-06493.example.internal,LEG-LEGACY-ERP-OPS,23,5,3,3
10.24.25.94,batch-orion-06494.test.internal,LEG-LEGACY-FIN-OPS,3,4,4,4
10.24.25.95,report-atlas-06495.ops.local,ALP-WEB-OPS,16,4,4,4
10.24.25.96,db-pixel-06496.labs.local,BRA-STREAM-APP,15,4,5,3
10.24.25.97,cache-raven-06497.ops.local,BRA-INDEX-SVC,15,5,2,5
10.24.25.98,report-ember-06498.ops.local,BRA-WAREHOUSE-SVC,21,2,5,4
10.24.25.99,etl-charlie-06499.labs.local,LEG-LEGACY-IDM-APP,12,4,5,5
10.24.25.100,db-matrix-06500.labs.local,LEG-LEGACY-HR-OPS,14,5,4,4
10.24.25.101,svc-pixel-06501.example.internal,BRA-SYNC-APP,9,5,5,5
10.24.25.102,queue-charlie-06502.assets.local,ALP-PROFILE-SYS,17,1,1,5
10.24.25.103,app-matrix-06503.ops.local,CHA-PROXY-SYS,30,5,4,5
10.24.25.104,worker-bravo-06504.example.internal,BRA-ANALYTICS-APP,18,3,2,3
10.24.25.105,batch-bravo-06505.example.internal,LEG-LEGACY-HR-OPS,30,5,3,3
10.24.25.106,report-ember-06506.test.internal,ALP-ADMIN-SVC,29,1,1,5
10.24.25.107,etl-atlas-06507.labs.local,ALP-SEARCH-APP,6,1,4,3
10.24.25.108,db-raven-06508.assets.local,ALP-PROFILE-SYS,28,3,3,3
10.24.25.109,queue-echo-06509.example.internal,LEG-LEGACY-FIN-OPS,3,5,1,5
10.24.25.110,worker-cedar-06510.ops.local,BRA-REDIS-OPS,7,1,1,3
10.24.25.111,db-nova-06511.ops.local,ALP-SEARCH-APP,5,5,1,1
10.24.25.112,jump-pixel-06512.corp.local,LEG-LEGACY-ERP-OPS,22,3,3,5
10.24.25.113,int-alpha-06513.test.internal,BRA-KAFKA-SVC,30,5,5,4
10.24.25.114,report-foxtrot-06514.labs.local,ALP-PAY-OPS,30,5,4,2
10.24.25.115,int-harbor-06515.example.internal,CHA-DNS-APP,30,4,4,2
10.24.25.116,report-vector-06516.assets.local,LEG-LEGACY-ERP-OPS,27,4,5,4
10.24.25.117,svc-delta-06517.assets.local,BRA-INDEX-SVC,12,4,4,3
10.24.25.118,edge-foxtrot-06518.ops.local,ALP-PORTAL-OPS,17,4,4,4
10.24.25.119,edge-vector-06519.assets.local,CHA-MONITOR-SVC,0,5,4,5
10.24.25.120,db-ember-06520.corp.local,BRA-BATCH-SYS,16,5,5,3
10.24.25.121,api-bravo-06521.test.internal,LEG-LEGACY-FIN-OPS,3,5,5,5
10.24.25.122,dmz-delta-06522.corp.local,LEG-LEGACY-CRM-SVC,12,4,5,4
10.24.25.123,int-matrix-06523.assets.local,CHA-JUMP-SVC,8,1,2,4
10.24.25.124,int-vector-06524.test.internal,ALP-PROFILE-SYS,22,4,3,3
10.24.25.125,int-raven-06525.example.internal,BRA-STREAM-APP,27,1,3,1
10.24.25.126,db-summit-06526.example.internal,ALP-ADMIN-SVC,30,1,1,1
10.24.25.127,svc-atlas-06527.ops.local,BRA-ETL-APP,9,1,5,2
10.24.25.128,dmz-summit-06528.assets.local,CHA-BACKUP-APP,23,5,5,3
10.24.25.129,api-summit-06529.corp.local,LEG-LEGACY-FIN-OPS,2,4,4,3
10.24.25.130,app-nova-06530.corp.local,BRA-POSTGRES-APP,13,3,1,3
10.24.25.131,db-foxtrot-06531.corp.local,ALP-BILLING-SYS,4,3,1,4
10.24.25.132,portal-alpha-06532.example.internal,LEG-LEGACY-IDM-APP,12,5,5,3
10.24.25.133,svc-zenith-06533.assets.local,ALP-API-APP,15,4,5,4
10.24.25.134,cache-alpha-06534.corp.local,BRA-INDEX-SVC,14,4,4,3
10.24.25.135,svc-ember-06535.example.internal,ALP-BILLING-SYS,2,4,3,4
10.24.25.136,queue-pixel-06536.assets.local,BRA-INDEX-SVC,15,1,1,4
10.24.25.137,jump-summit-06537.test.internal,BRA-LAKE-SYS,1,1,3,2
10.24.25.138,worker-alpha-06538.corp.local,LEG-LEGACY-FIN-OPS,1,4,5,5
10.24.25.139,db-matrix-06539.test.internal,BRA-DATA-APP,13,4,4,2
10.24.25.140,proxy-falcon-06540.ops.local,CHA-WAF-APP,9,1,5,3
10.24.25.141,dmz-ember-06541.test.internal,BRA-DATA-APP,16,5,1,5
10.24.25.142,mon-charlie-06542.ops.local,LEG-LEGACY-HR-OPS,17,4,5,4
10.24.25.143,batch-nova-06543.ops.local,LEG-LEGACY-IDM-APP,13,5,5,4
10.24.25.144,web-ember-06544.example.internal,CHA-PROXY-SYS,30,5,5,5
10.24.25.145,report-vector-06545.assets.local,CHA-MONITOR-SVC,1,5,4,4
10.24.25.146,svc-alpha-06546.assets.local,ALP-BILLING-SYS,2,5,1,5
10.24.25.147,cache-alpha-06547.assets.local,BRA-INGEST-SYS,11,3,2,1
10.24.25.148,etl-zenith-06548.corp.local,BRA-BATCH-SYS,11,4,2,3
10.24.25.149,mon-zenith-06549.corp.local,BRA-MONGO-SVC,10,2,2,4
10.24.25.150,queue-bravo-06550.labs.local,BRA-STREAM-APP,26,4,4,2
10.24.25.151,edge-harbor-06551.example.internal,LEG-LEGACY-IDM-APP,12,4,3,4
10.24.25.152,portal-charlie-06552.example.internal,LEG-LEGACY-ERP-OPS,29,4,3,5
10.24.25.153,worker-raven-06553.ops.local,CHA-JUMP-SVC,8,4,2,5
10.24.25.154,report-alpha-06554.test.internal,LEG-LEGACY-CRM-SVC,11,4,5,5
10.24.25.155,etl-atlas-06555.test.internal,ALP-REPORT-SYS,26,4,3,2
10.24.25.156,cache-vector-06556.labs.local,BRA-BATCH-SYS,16,2,3,3
10.24.25.157,node-raven-06557.test.internal,ALP-AUTH-SVC,19,5,5,4
10.24.25.158,jump-zenith-06558.assets.local,ALP-PORTAL-OPS,16,4,4,5
10.24.25.159,batch-matrix-06559.corp.local,BRA-MODEL-APP,5,4,5,4
10.24.25.160,edge-raven-06560.example.internal,CHA-MAIL-OPS,6,3,5,4
10.24.25.161,app-orion-06561.assets.local,ALP-WEB-OPS,22,5,4,5
10.24.25.162,api-ember-06562.assets.local,BRA-WAREHOUSE-SVC,17,3,2,5
10.24.25.163,node-foxtrot-06563.example.internal,LEG-LEGACY-HR-OPS,16,5,5,3
10.24.25.164,db-echo-06564.corp.local,CHA-VPN-OPS,25,2,2,4
10.24.25.165,batch-harbor-06565.labs.local,BRA-BI-SYS,21,3,2,5
10.24.25.166,app-cedar-06566.test.internal,CHA-BACKUP-APP,22,1,4,1
10.24.25.167,queue-atlas-06567.ops.local,BRA-POSTGRES-APP,8,5,1,3
10.24.25.168,report-echo-06568.test.internal,BRA-CACHE-OPS,16,4,3,5
10.24.25.169,worker-foxtrot-06569.test.internal,CHA-VPN-OPS,30,3,4,4
10.24.25.170,int-harbor-06570.example.internal,LEG-LEGACY-FIN-OPS,3,2,5,3
10.24.25.171,queue-summit-06571.assets.local,ALP-ADMIN-SVC,15,3,3,3
10.24.25.172,web-pixel-06572.example.internal,BRA-STREAM-APP,20,4,1,5
10.24.25.173,batch-ember-06573.test.internal,CHA-VPN-OPS,30,4,2,4
10.24.25.174,portal-orion-06574.assets.local,BRA-DATA-APP,17,5,1,5
10.24.25.175,proxy-ember-06575.ops.local,BRA-LAKE-SYS,2,2,5,3
10.24.25.176,portal-cedar-06576.example.internal,CHA-MONITOR-SVC,2,4,5,5
10.24.25.177,node-quartz-06577.ops.local,LEG-LEGACY-HR-OPS,28,5,5,4
10.24.25.178,node-cedar-06578.labs.local,CHA-EDGE-SVC,11,4,3,2
10.24.25.179,svc-matrix-06579.labs.local,ALP-ORDER-OPS,20,5,2,2
10.24.25.180,report-charlie-06580.ops.local,LEG-LEGACY-IDM-APP,12,1,4,5
10.24.25.181,web-raven-06581.test.internal,BRA-ANALYTICS-APP,30,5,1,5
10.24.25.182,mon-summit-06582.corp.local,BRA-MODEL-APP,2,4,3,4
10.24.25.183,auth-foxtrot-06583.labs.local,BRA-STREAM-APP,27,1,2,5
10.24.25.184,report-quartz-06584.test.internal,LEG-LEGACY-CRM-SVC,13,3,5,5
10.24.25.185,edge-harbor-06585.assets.local,LEG-LEGACY-ERP-OPS,30,4,3,5
10.24.25.186,batch-nova-06586.test.internal,CHA-PROXY-SYS,30,3,5,5
10.24.25.187,batch-ember-06587.example.internal,BRA-DATA-APP,19,4,1,5
10.24.25.188,db-foxtrot-06588.example.internal,BRA-INDEX-SVC,12,2,3,5
10.24.25.189,worker-zenith-06589.test.internal,ALP-REPORT-SYS,23,5,2,2
10.24.25.190,proxy-matrix-06590.corp.local,BRA-MONGO-SVC,10,1,5,5
10.24.25.191,node-raven-06591.ops.local,LEG-LEGACY-FIN-OPS,7,1,4,2
10.24.25.192,mon-bravo-06592.example.internal,BRA-INGEST-SYS,7,1,2,5
10.24.25.193,auth-foxtrot-06593.assets.local,CHA-JUMP-SVC,7,4,4,4
10.24.25.194,int-atlas-06594.test.internal,BRA-STREAM-APP,22,1,1,1
10.24.25.195,batch-raven-06595.example.internal,LEG-LEGACY-HR-OPS,21,3,5,2
10.24.25.196,jump-foxtrot-06596.labs.local,CHA-PROXY-SYS,30,4,3,5
10.24.25.197,proxy-vector-06597.test.internal,BRA-WAREHOUSE-SVC,13,3,2,3
10.24.25.198,node-ember-06598.labs.local,CHA-BACKUP-APP,16,4,1,3
10.24.25.199,jump-raven-06599.test.internal,ALP-API-APP,13,5,2,4
10.24.25.200,db-atlas-06600.example.internal,CHA-MAIL-OPS,6,1,3,4
10.24.25.201,proxy-charlie-06601.corp.local,LEG-LEGACY-IDM-APP,13,5,4,5
10.24.25.202,db-cedar-06602.corp.local,ALP-PAY-OPS,23,5,4,4
10.24.25.203,mon-orion-06603.corp.local,LEG-LEGACY-ERP-OPS,22,3,3,4
10.24.25.204,app-matrix-06604.assets.local,BRA-KAFKA-SVC,19,2,1,5
10.24.25.205,dmz-zenith-06605.test.internal,ALP-AUTH-SVC,18,5,3,5
10.24.25.206,portal-pixel-06606.corp.local,CHA-VPN-OPS,30,5,4,5
10.24.25.207,api-echo-06607.assets.local,ALP-PROFILE-SYS,25,5,1,2
10.24.25.208,batch-ember-06608.ops.local,BRA-SYNC-APP,10,3,4,3
10.24.25.209,cache-falcon-06609.example.internal,LEG-LEGACY-FIN-OPS,5,4,5,3
10.24.25.210,db-pixel-06610.example.internal,BRA-LAKE-SYS,3,2,1,2
10.24.25.211,int-nova-06611.ops.local,ALP-REPORT-SYS,30,2,3,2
10.24.25.212,web-vector-06612.example.internal,CHA-VPN-OPS,30,2,2,3
10.24.25.213,app-bravo-06613.corp.local,LEG-LEGACY-ERP-OPS,18,2,5,5
10.24.25.214,auth-orion-06614.example.internal,CHA-VPN-OPS,30,3,1,5
10.24.25.215,batch-atlas-06615.test.internal,ALP-ADMIN-SVC,17,5,3,4
10.24.25.216,report-matrix-06616.assets.local,LEG-LEGACY-CRM-SVC,8,5,5,4
10.24.25.217,mon-echo-06617.example.internal,BRA-STREAM-APP,20,3,1,1
10.24.25.218,edge-harbor-06618.test.internal,CHA-VPN-OPS,28,4,3,1
10.24.25.219,batch-vector-06619.example.internal,CHA-PROXY-SYS,30,2,4,4
10.24.25.220,proxy-raven-06620.test.internal,LEG-LEGACY-CRM-SVC,12,5,4,5
10.24.25.221,queue-falcon-06621.assets.local,BRA-ANALYTICS-APP,19,5,2,1
10.24.25.222,queue-falcon-06622.corp.local,CHA-EDGE-SVC,14,3,1,1
10.24.25.223,db-vector-06623.corp.local,ALP-PORTAL-OPS,14,5,1,4
10.24.25.224,edge-atlas-06624.assets.local,ALP-PORTAL-OPS,16,4,5,5
10.24.25.225,queue-vector-06625.example.internal,CHA-MONITOR-SVC,1,5,5,4
10.24.25.226,jump-raven-06626.corp.local,ALP-PORTAL-OPS,19,3,5,5
10.24.25.227,web-bravo-06627.assets.local,LEG-LEGACY-CRM-SVC,14,4,4,5
10.24.25.228,mon-vector-06628.labs.local,BRA-LAKE-SYS,4,2,2,2
10.24.25.229,int-charlie-06629.example.internal,ALP-ORDER-OPS,19,2,3,5
10.24.25.230,web-foxtrot-06630.labs.local,ALP-PORTAL-OPS,19,5,5,5
10.24.25.231,dmz-matrix-06631.labs.local,CHA-DNS-APP,30,4,4,4
10.24.25.232,report-vector-06632.assets.local,CHA-MONITOR-SVC,1,4,4,5
10.24.25.233,svc-vector-06633.corp.local,ALP-AUTH-SVC,22,1,2,2
10.24.25.234,auth-zenith-06634.corp.local,BRA-DATA-APP,20,2,5,4
10.24.25.235,queue-orion-06635.labs.local,BRA-DATA-APP,8,1,3,3
10.24.25.236,auth-delta-06636.ops.local,LEG-LEGACY-CRM-SVC,13,5,5,3
10.24.25.237,portal-vector-06637.labs.local,LEG-LEGACY-FIN-OPS,4,5,2,5
